Home Team,Away Team,Team,Game Date,spread_kenpom,win_prob_kenpom,projected_total_kenpom
South Carolina St.,USC Upstate,USC Upstate,20251216,-8,0.77,148
South Carolina St.,USC Upstate,South Carolina St.,20251216,8,0.23,148
Kansas,Towson,Towson,20251216,18,0.05,132
Kansas,Towson,Kansas,20251216,-18,0.95,132
Duke,Lipscomb,Lipscomb,20251216,24,0.01,148
Duke,Lipscomb,Duke,20251216,-24,0.99,148
Miami FL,FIU,FIU,20251216,18,0.05,156
Miami FL,FIU,Miami FL,20251216,-18,0.95,156
Texas Tech,Northern Colorado,Northern Colorado,20251216,19,0.04,151
Texas Tech,Northern Colorado,Texas Tech,20251216,-19,0.96,151
Michigan St.,Toledo,Toledo,20251216,21,0.03,149
Michigan St.,Toledo,Michigan St.,20251216,-21,0.97,149
Mississippi St.,LIU,LIU,20251216,15,0.09,153
Mississippi St.,LIU,Mississippi St.,20251216,-15,0.91,153
Delaware,Rider,Rider,20251216,9,0.2,133
Delaware,Rider,Delaware,20251216,-9,0.8,133
Arkansas,Queens,Queens,20251216,21,0.03,167
Arkansas,Queens,Arkansas,20251216,-21,0.97,167
Arizona,Abilene Christian,Abilene Christian,20251216,29,0.0040000000000000565,145
Arizona,Abilene Christian,Arizona,20251216,-29,0.996,145
Texas,Le Moyne,Le Moyne,20251216,22,0.02,160
Texas,Le Moyne,Texas,20251216,-22,0.98,160
Rhode Island,Canisius,Canisius,20251216,18,0.05,134
Rhode Island,Canisius,Rhode Island,20251216,-18,0.95,134
Mississippi Valley St.,Tarleton St.,Tarleton St.,20251216,-17,0.94,145
Mississippi Valley St.,Tarleton St.,Mississippi Valley St.,20251216,17,0.06,145
Bowling Green,Chicago St.,Chicago St.,20251216,20,0.04,148
Bowling Green,Chicago St.,Bowling Green,20251216,-20,0.96,148
Oklahoma,Kansas City,Kansas City,20251216,27,0.01,149
Oklahoma,Kansas City,Oklahoma,20251216,-27,0.99,149
Memphis,Vanderbilt,Vanderbilt,20251217,-7,0.76,159
Memphis,Vanderbilt,Memphis,20251217,7,0.24,159
Xavier,Creighton,Creighton,20251217,2,0.41,148
Xavier,Creighton,Xavier,20251217,-2,0.59,148
UCLA,Arizona St.,Arizona St.,20251217,8,0.24,148
UCLA,Arizona St.,UCLA,20251217,-8,0.76,148
Marquette,Georgetown,Georgetown,20251217,4,0.35,150
Marquette,Georgetown,Marquette,20251217,-4,0.65,150
Elon,Richmond,Richmond,20251217,-4,0.64,160
Elon,Richmond,Elon,20251217,4,0.36,160
Oregon St.,Sam Houston St.,Sam Houston St.,20251217,-1,0.51,151
Oregon St.,Sam Houston St.,Oregon St.,20251217,1,0.49,151
Northern Kentucky,Oakland,Oakland,20251217,-1,0.5,167
Northern Kentucky,Oakland,Northern Kentucky,20251217,1,0.5,167
Illinois Chicago,Northern Iowa,Northern Iowa,20251217,-4,0.65,132
Illinois Chicago,Northern Iowa,Illinois Chicago,20251217,4,0.35,132
Santa Clara,North Texas,North Texas,20251217,9,0.23,141
Santa Clara,North Texas,Santa Clara,20251217,-9,0.77,141
UC Davis,Seattle,Seattle,20251217,-4,0.65,142
UC Davis,Seattle,UC Davis,20251217,4,0.35,142
Vermont,Siena,Siena,20251217,1,0.5,141
Vermont,Siena,Vermont,20251217,-1,0.5,141
Robert Morris,Youngstown St.,Youngstown St.,20251217,2,0.43,140
Robert Morris,Youngstown St.,Robert Morris,20251217,-2,0.57,140
Alabama,South Florida,South Florida,20251217,15,0.08,175
Alabama,South Florida,Alabama,20251217,-15,0.92,175
Middle Tennessee,Kennesaw St.,Kennesaw St.,20251217,5,0.34,161
Middle Tennessee,Kennesaw St.,Middle Tennessee,20251217,-5,0.66,161
Monmouth,Quinnipiac,Quinnipiac,20251217,-1,0.53,149
Monmouth,Quinnipiac,Monmouth,20251217,1,0.47,149
Texas St.,Arkansas St.,Arkansas St.,20251217,-3,0.59,149
Texas St.,Arkansas St.,Texas St.,20251217,3,0.41,149
Tulane,Louisiana Tech,Louisiana Tech,20251217,1,0.47,139
Tulane,Louisiana Tech,Tulane,20251217,-1,0.53,139
Old Dominion,James Madison,James Madison,20251217,2,0.43,152
Old Dominion,James Madison,Old Dominion,20251217,-2,0.57,152
Washington St.,Eastern Washington,Eastern Washington,20251217,5,0.35,159
Washington St.,Eastern Washington,Washington St.,20251217,-5,0.65,159
Green Bay,UC Santa Barbara,UC Santa Barbara,20251217,-4,0.64,148
Green Bay,UC Santa Barbara,Green Bay,20251217,4,0.36,148
Bellarmine,Chattanooga,Chattanooga,20251217,-1,0.52,151
Bellarmine,Chattanooga,Bellarmine,20251217,1,0.48,151
Jacksonville St.,Eastern Kentucky,Eastern Kentucky,20251217,3,0.38,143
Jacksonville St.,Eastern Kentucky,Jacksonville St.,20251217,-3,0.62,143
Nicholls,Houston Christian,Houston Christian,20251217,4,0.38,142
Nicholls,Houston Christian,Nicholls,20251217,-4,0.62,142
East Carolina,Presbyterian,Presbyterian,20251217,2,0.42,132
East Carolina,Presbyterian,East Carolina,20251217,-2,0.58,132
Stanford,UT Arlington,UT Arlington,20251217,10,0.19,144
Stanford,UT Arlington,Stanford,20251217,-10,0.81,144
Florida A&M,Jacksonville,Jacksonville,20251217,-1,0.55,143
Florida A&M,Jacksonville,Florida A&M,20251217,1,0.45,143
Stephen F. Austin,Texas A&M Corpus Chris,Texas A&M Corpus Chris,20251217,8,0.23,138
Stephen F. Austin,Texas A&M Corpus Chris,Stephen F. Austin,20251217,-8,0.77,138
New Hampshire,Stonehill,Stonehill,20251217,3,0.39,135
New Hampshire,Stonehill,New Hampshire,20251217,-3,0.61,135
UCF,Mercer,Mercer,20251217,14,0.1,162
UCF,Mercer,UCF,20251217,-14,0.9,162
Wagner,Maryland Eastern Shore,Maryland Eastern Shore,20251217,5,0.34,131
Wagner,Maryland Eastern Shore,Wagner,20251217,-5,0.66,131
Colorado,Portland St.,Portland St.,20251217,16,0.08,154
Colorado,Portland St.,Colorado,20251217,-16,0.92,154
Utah Valley,Weber St.,Weber St.,20251217,14,0.1,150
Utah Valley,Weber St.,Utah Valley,20251217,-14,0.9,150
Oregon,Portland,Portland,20251217,14,0.1,152
Oregon,Portland,Oregon,20251217,-14,0.9,152
Stony Brook,Albany,Albany,20251217,10,0.18,150
Stony Brook,Albany,Stony Brook,20251217,-10,0.82,150
Louisiana Monroe,South Alabama,South Alabama,20251217,-10,0.82,148
Louisiana Monroe,South Alabama,Louisiana Monroe,20251217,10,0.18,148
Wichita St.,Wofford,Wofford,20251217,13,0.12,143
Wichita St.,Wofford,Wichita St.,20251217,-13,0.88,143
San Francisco,Loyola Chicago,Loyola Chicago,20251217,15,0.09,143
San Francisco,Loyola Chicago,San Francisco,20251217,-15,0.91,143
Cincinnati,Alabama St.,Alabama St.,20251217,17,0.07,143
Cincinnati,Alabama St.,Cincinnati,20251217,-17,0.93,143
Mississippi,Alabama A&M,Alabama A&M,20251217,17,0.06,135
Mississippi,Alabama A&M,Mississippi,20251217,-17,0.94,135
Gonzaga,Campbell,Campbell,20251217,31,0.0029999999999999714,157
Gonzaga,Campbell,Gonzaga,20251217,-31,0.997,157
Saint Louis,Bethune Cookman,Bethune Cookman,20251217,21,0.03,151
Saint Louis,Bethune Cookman,Saint Louis,20251217,-21,0.97,151
UAB,Cleveland St.,Cleveland St.,20251217,17,0.06,161
UAB,Cleveland St.,UAB,20251217,-17,0.94,161
USC,UTSA,UTSA,20251217,23,0.02,153
USC,UTSA,USC,20251217,-23,0.98,153
Charleston,The Citadel,The Citadel,20251217,15,0.08,145
Charleston,The Citadel,Charleston,20251217,-15,0.92,145
Wake Forest,Longwood,Longwood,20251217,26,0.01,158
Wake Forest,Longwood,Wake Forest,20251217,-26,0.99,158
N.C. State,Texas Southern,Texas Southern,20251217,29,0.005,159
N.C. State,Texas Southern,N.C. State,20251217,-29,0.995,159
Syracuse,Mercyhurst,Mercyhurst,20251217,21,0.03,135
Syracuse,Mercyhurst,Syracuse,20251217,-21,0.97,135
San Diego St.,Air Force,Air Force,20251217,24,0.01,140
San Diego St.,Air Force,San Diego St.,20251217,-24,0.99,140
Pittsburgh,Binghamton,Binghamton,20251217,21,0.03,139
Pittsburgh,Binghamton,Pittsburgh,20251217,-21,0.97,139
Florida,Saint Francis,Saint Francis,20251217,39,0.00019999999999996022,151
Florida,Saint Francis,Florida,20251217,-39,0.9998,151
Wisconsin,Villanova,Villanova,20251219,1,0.47,153
Wisconsin,Villanova,Wisconsin,20251219,-1,0.53,153
Providence,Seton Hall,Seton Hall,20251219,1,0.48,155
Providence,Seton Hall,Providence,20251219,-1,0.52,155
Seattle,Washington,Washington,20251219,-4,0.66,146
Seattle,Washington,Seattle,20251219,4,0.34,146
UC Irvine,Belmont,Belmont,20251219,-2,0.58,144
UC Irvine,Belmont,UC Irvine,20251219,2,0.42,144
Western Kentucky,Tulsa,Tulsa,20251219,-4,0.64,160
Western Kentucky,Tulsa,Western Kentucky,20251219,4,0.36,160
Milwaukee,South Dakota St.,South Dakota St.,20251219,-1,0.54,153
Milwaukee,South Dakota St.,Milwaukee,20251219,1,0.46,153
Saint Mary's,Florida Atlantic,Florida Atlantic,20251219,12,0.13,148
Saint Mary's,Florida Atlantic,Saint Mary's,20251219,-12,0.87,148
Sacred Heart,Dartmouth,Dartmouth,20251219,-1,0.53,159
Sacred Heart,Dartmouth,Sacred Heart,20251219,1,0.47,159
Hampton,Grambling St.,Grambling St.,20251219,2,0.42,138
Hampton,Grambling St.,Hampton,20251219,-2,0.58,138
Drexel,Mount St. Mary's,Mount St. Mary's,20251219,3,0.38,141
Drexel,Mount St. Mary's,Drexel,20251219,-3,0.62,141
Loyola Marymount,North Alabama,North Alabama,20251219,8,0.23,136
Loyola Marymount,North Alabama,Loyola Marymount,20251219,-8,0.77,136
Jackson St.,Norfolk St.,Norfolk St.,20251219,-7,0.72,135
Jackson St.,Norfolk St.,Jackson St.,20251219,7,0.28,135
Akron,Eastern Michigan,Eastern Michigan,20251219,15,0.09,161
Akron,Eastern Michigan,Akron,20251219,-15,0.91,161
UC San Diego,San Diego,San Diego,20251219,15,0.1,157
UC San Diego,San Diego,UC San Diego,20251219,-15,0.9,157
High Point,La Salle,La Salle,20251219,13,0.12,151
High Point,La Salle,High Point,20251219,-13,0.88,151
Tarleton St.,Florida A&M,Florida A&M,20251219,13,0.13,151
Tarleton St.,Florida A&M,Tarleton St.,20251219,-13,0.87,151
UCLA,Cal Poly,Cal Poly,20251219,23,0.02,159
UCLA,Cal Poly,UCLA,20251219,-23,0.98,159
BYU,Abilene Christian,Abilene Christian,20251219,27,0.01,145
BYU,Abilene Christian,BYU,20251219,-27,0.99,145
LSU,Southeastern Louisiana,Southeastern Louisiana,20251219,23,0.02,143
LSU,Southeastern Louisiana,LSU,20251219,-23,0.98,143
Navy,Coppin St.,Coppin St.,20251219,19,0.05,145
Navy,Coppin St.,Navy,20251219,-19,0.95,145
Baylor,Alcorn St.,Alcorn St.,20251219,28,0.005,162
Baylor,Alcorn St.,Baylor,20251219,-28,0.995,162
California,Morgan St.,Morgan St.,20251219,27,0.01,153
California,Morgan St.,California,20251219,-27,0.99,153
Florida St.,Mississippi Valley St.,Mississippi Valley St.,20251219,31,0.0020000000000000282,155
Florida St.,Mississippi Valley St.,Florida St.,20251219,-31,0.998,155
St. John's,Kentucky,Kentucky,20251220,1,0.47,155
St. John's,Kentucky,St. John's,20251220,-1,0.53,155
Houston,Arkansas,Arkansas,20251220,5,0.33,145
Houston,Arkansas,Houston,20251220,-5,0.67,145
Ohio St.,North Carolina,North Carolina,20251220,-3,0.6,153
Ohio St.,North Carolina,Ohio St.,20251220,3,0.4,153
Duke,Texas Tech,Texas Tech,20251220,8,0.23,152
Duke,Texas Tech,Duke,20251220,-8,0.77,152
Butler,Northwestern,Northwestern,20251220,2,0.42,160
Butler,Northwestern,Butler,20251220,-2,0.58,160
Purdue,Auburn,Auburn,20251220,8,0.22,156
Purdue,Auburn,Purdue,20251220,-8,0.78,156
Nevada,Boise St.,Boise St.,20251220,-2,0.55,142
Nevada,Boise St.,Nevada,20251220,2,0.45,142
Colorado,Stanford,Stanford,20251220,3,0.41,161
Colorado,Stanford,Colorado,20251220,-3,0.59,161
Mississippi St.,Memphis,Memphis,20251220,2,0.42,150
Mississippi St.,Memphis,Mississippi St.,20251220,-2,0.58,150
Utah St.,Colorado St.,Colorado St.,20251220,7,0.26,151
Utah St.,Colorado St.,Utah St.,20251220,-7,0.74,151
Arizona,San Diego St.,San Diego St.,20251220,14,0.11,158
Arizona,San Diego St.,Arizona,20251220,-14,0.89,158
Georgetown,Xavier,Xavier,20251220,4,0.36,152
Georgetown,Xavier,Georgetown,20251220,-4,0.64,152
Wyoming,Grand Canyon,Grand Canyon,20251220,5,0.35,145
Wyoming,Grand Canyon,Wyoming,20251220,-5,0.65,145
Massachusetts,Kent St.,Kent St.,20251220,2,0.45,166
Massachusetts,Kent St.,Massachusetts,20251220,-2,0.55,166
Ohio,Bowling Green,Bowling Green,20251220,-2,0.58,150
Ohio,Bowling Green,Ohio,20251220,2,0.42,150
Southern Miss,Arkansas St.,Arkansas St.,20251220,-1,0.52,157
Southern Miss,Arkansas St.,Southern Miss,20251220,1,0.48,157
Dayton,Liberty,Liberty,20251220,9,0.21,147
Dayton,Liberty,Dayton,20251220,-9,0.79,147
Troy,Marshall,Marshall,20251220,3,0.37,151
Troy,Marshall,Troy,20251220,-3,0.63,151
Creighton,Marquette,Marquette,20251220,10,0.18,148
Creighton,Marquette,Creighton,20251220,-10,0.82,148
Washington St.,Mercer,Mercer,20251220,4,0.37,154
Washington St.,Mercer,Washington St.,20251220,-4,0.63,154
Vermont,Iona,Iona,20251220,2,0.43,156
Vermont,Iona,Vermont,20251220,-2,0.57,156
UNLV,Fresno St.,Fresno St.,20251220,5,0.33,157
UNLV,Fresno St.,UNLV,20251220,-5,0.67,157
Tulane,Portland St.,Portland St.,20251220,1,0.44,147
Tulane,Portland St.,Tulane,20251220,-1,0.56,147
Georgia Southern,James Madison,James Madison,20251220,2,0.44,160
Georgia Southern,James Madison,Georgia Southern,20251220,-2,0.56,160
Virginia,Maryland,Maryland,20251220,13,0.12,153
Virginia,Maryland,Virginia,20251220,-13,0.88,153
Western Michigan,Buffalo,Buffalo,20251220,-1,0.51,155
Western Michigan,Buffalo,Western Michigan,20251220,1,0.49,155
Texas St.,South Alabama,South Alabama,20251220,-1,0.53,137
Texas St.,South Alabama,Texas St.,20251220,1,0.47,137
FIU,LIU,LIU,20251220,4,0.33,158
FIU,LIU,FIU,20251220,-4,0.67,158
Pepperdine,Rice,Rice,20251220,-1,0.55,137
Pepperdine,Rice,Pepperdine,20251220,1,0.45,137
Tennessee Tech,Tennessee Martin,Tennessee Martin,20251220,3,0.4,143
Tennessee Tech,Tennessee Martin,Tennessee Tech,20251220,-3,0.6,143
Lamar,Nebraska Omaha,Nebraska Omaha,20251220,2,0.41,142
Lamar,Nebraska Omaha,Lamar,20251220,-2,0.59,142
Tennessee St.,Southeast Missouri,Southeast Missouri,20251220,4,0.36,150
Tennessee St.,Southeast Missouri,Tennessee St.,20251220,-4,0.64,150
Southern Indiana,Morehead St.,Morehead St.,20251220,1,0.47,147
Southern Indiana,Morehead St.,Southern Indiana,20251220,-1,0.53,147
Weber St.,Utah Tech,Utah Tech,20251220,5,0.33,145
Weber St.,Utah Tech,Weber St.,20251220,-5,0.67,145
Old Dominion,Coastal Carolina,Coastal Carolina,20251220,5,0.32,147
Old Dominion,Coastal Carolina,Old Dominion,20251220,-5,0.68,147
North Carolina Central,Longwood,Longwood,20251220,-2,0.55,146
North Carolina Central,Longwood,North Carolina Central,20251220,2,0.45,146
Michigan St.,Oakland,Oakland,20251220,18,0.05,156
Michigan St.,Oakland,Michigan St.,20251220,-18,0.95,156
Northern Illinois,Central Michigan,Central Michigan,20251220,3,0.4,149
Northern Illinois,Central Michigan,Northern Illinois,20251220,-3,0.6,149
Louisiana Monroe,Louisiana,Louisiana,20251220,1,0.5,139
Louisiana Monroe,Louisiana,Louisiana Monroe,20251220,-1,0.5,139
Virginia Tech,Elon,Elon,20251220,13,0.12,161
Virginia Tech,Elon,Virginia Tech,20251220,-13,0.88,161
Youngstown St.,USC Upstate,USC Upstate,20251220,8,0.24,142
Youngstown St.,USC Upstate,Youngstown St.,20251220,-8,0.76,142
St. Thomas,UC Riverside,UC Riverside,20251220,10,0.19,150
St. Thomas,UC Riverside,St. Thomas,20251220,-10,0.81,150
Rutgers,Penn,Penn,20251220,10,0.19,150
Rutgers,Penn,Rutgers,20251220,-10,0.81,150
Harvard,Holy Cross,Holy Cross,20251220,8,0.23,138
Harvard,Holy Cross,Harvard,20251220,-8,0.77,138
UCF,Florida Gulf Coast,Florida Gulf Coast,20251220,16,0.08,160
UCF,Florida Gulf Coast,UCF,20251220,-16,0.92,160
Ball St.,Miami OH,Miami OH,20251220,-11,0.84,147
Ball St.,Miami OH,Ball St.,20251220,11,0.16,147
New Mexico,San Jose St.,San Jose St.,20251220,14,0.11,146
New Mexico,San Jose St.,New Mexico,20251220,-14,0.89,146
Mercyhurst,Binghamton,Binghamton,20251220,8,0.25,136
Mercyhurst,Binghamton,Mercyhurst,20251220,-8,0.75,136
Utah,Eastern Washington,Eastern Washington,20251220,12,0.14,160
Utah,Eastern Washington,Utah,20251220,-12,0.86,160
Northern Colorado,Denver,Denver,20251220,11,0.15,165
Northern Colorado,Denver,Northern Colorado,20251220,-11,0.85,165
East Tennessee St.,Jacksonville St.,Jacksonville St.,20251220,12,0.15,136
East Tennessee St.,Jacksonville St.,East Tennessee St.,20251220,-12,0.85,136
Syracuse,Northeastern,Northeastern,20251220,14,0.1,142
Syracuse,Northeastern,Syracuse,20251220,-14,0.9,142
Cal Baptist,Sacramento St.,Sacramento St.,20251220,12,0.13,148
Cal Baptist,Sacramento St.,Cal Baptist,20251220,-12,0.87,148
Appalachian St.,Georgia St.,Georgia St.,20251220,11,0.17,133
Appalachian St.,Georgia St.,Appalachian St.,20251220,-11,0.83,133
UNC Wilmington,Howard,Howard,20251220,14,0.1,142
UNC Wilmington,Howard,UNC Wilmington,20251220,-14,0.9,142
Louisville,Montana,Montana,20251220,24,0.01,166
Louisville,Montana,Louisville,20251220,-24,0.99,166
Saint Francis,Robert Morris,Robert Morris,20251220,-12,0.87,144
Saint Francis,Robert Morris,Saint Francis,20251220,12,0.13,144
Kansas St.,South Dakota,South Dakota,20251220,20,0.03,172
Kansas St.,South Dakota,Kansas St.,20251220,-20,0.97,172
Santa Clara,Loyola Chicago,Loyola Chicago,20251220,18,0.05,152
Santa Clara,Loyola Chicago,Santa Clara,20251220,-18,0.95,152
Georgia Tech,Lafayette,Lafayette,20251220,16,0.08,144
Georgia Tech,Lafayette,Georgia Tech,20251220,-16,0.92,144
St. Bonaventure,Le Moyne,Le Moyne,20251220,17,0.06,153
St. Bonaventure,Le Moyne,St. Bonaventure,20251220,-17,0.94,153
Iowa,Bucknell,Bucknell,20251220,24,0.02,134
Iowa,Bucknell,Iowa,20251220,-24,0.98,134
Richmond,The Citadel,The Citadel,20251220,22,0.02,150
Richmond,The Citadel,Richmond,20251220,-22,0.98,150
Indiana,Chicago St.,Chicago St.,20251220,31,0.0029999999999999714,149
Indiana,Chicago St.,Indiana,20251220,-31,0.997,149
Wake Forest,Vanderbilt,Vanderbilt,20251221,-5,0.67,159
Wake Forest,Vanderbilt,Wake Forest,20251221,5,0.33,159
N.C. State,Mississippi,Mississippi,20251221,6,0.28,152
N.C. State,Mississippi,N.C. State,20251221,-6,0.72,152
Clemson,Cincinnati,Cincinnati,20251221,7,0.25,135
Clemson,Cincinnati,Clemson,20251221,-7,0.75,135
Penn St.,Pittsburgh,Pittsburgh,20251221,1,0.49,151
Penn St.,Pittsburgh,Penn St.,20251221,-1,0.51,151
Oregon,Gonzaga,Gonzaga,20251221,-14,0.9,156
Oregon,Gonzaga,Oregon,20251221,14,0.1,156
New Mexico St.,Sam Houston St.,Sam Houston St.,20251221,1,0.46,153
New Mexico St.,Sam Houston St.,New Mexico St.,20251221,-1,0.54,153
UC Irvine,North Dakota St.,North Dakota St.,20251221,1,0.48,139
UC Irvine,North Dakota St.,UC Irvine,20251221,-1,0.52,139
DePaul,Connecticut,Connecticut,20251221,-13,0.89,137
DePaul,Connecticut,DePaul,20251221,13,0.11,137
Bradley,Southern Illinois,Southern Illinois,20251221,4,0.34,148
Bradley,Southern Illinois,Bradley,20251221,-4,0.66,148
Valparaiso,Murray St.,Murray St.,20251221,-6,0.7,154
Valparaiso,Murray St.,Valparaiso,20251221,6,0.3,154
Hofstra,Quinnipiac,Quinnipiac,20251221,6,0.3,150
Hofstra,Quinnipiac,Hofstra,20251221,-6,0.7,150
California,Columbia,Columbia,20251221,8,0.22,148
California,Columbia,California,20251221,-8,0.78,148
Cal Poly,Idaho,Idaho,20251221,-1,0.5,167
Cal Poly,Idaho,Cal Poly,20251221,1,0.5,167
Northern Kentucky,Charleston,Charleston,20251221,2,0.4,150
Northern Kentucky,Charleston,Northern Kentucky,20251221,-2,0.6,150
Idaho St.,UC Davis,UC Davis,20251221,5,0.35,139
Idaho St.,UC Davis,Idaho St.,20251221,-5,0.65,139
Charlotte,Illinois Chicago,Illinois Chicago,20251221,3,0.38,141
Charlotte,Illinois Chicago,Charlotte,20251221,-3,0.62,141
Evansville,Drake,Drake,20251221,-4,0.65,146
Evansville,Drake,Evansville,20251221,4,0.35,146
Cleveland St.,Milwaukee,Milwaukee,20251221,-3,0.61,165
Cleveland St.,Milwaukee,Cleveland St.,20251221,3,0.39,165
Alabama A&M,Chattanooga,Chattanooga,20251221,2,0.43,140
Alabama A&M,Chattanooga,Alabama A&M,20251221,-2,0.57,140
Albany,Cornell,Cornell,20251221,-6,0.7,170
Albany,Cornell,Albany,20251221,6,0.3,170
Boston University,UMass Lowell,UMass Lowell,20251221,2,0.44,152
Boston University,UMass Lowell,Boston University,20251221,-2,0.56,152
Marist,Stony Brook,Stony Brook,20251221,6,0.3,134
Marist,Stony Brook,Marist,20251221,-6,0.7,134
Manhattan,Presbyterian,Presbyterian,20251221,-1,0.54,139
Manhattan,Presbyterian,Manhattan,20251221,1,0.46,139
UTEP,Norfolk St.,Norfolk St.,20251221,5,0.34,129
UTEP,Norfolk St.,UTEP,20251221,-5,0.66,129
Furman,Charleston Southern,Charleston Southern,20251221,7,0.24,151
Furman,Charleston Southern,Furman,20251221,-7,0.76,151
Incarnate Word,Northern Arizona,Northern Arizona,20251221,7,0.27,143
Incarnate Word,Northern Arizona,Incarnate Word,20251221,-7,0.73,143
Pacific,Nicholls,Nicholls,20251221,9,0.21,141
Pacific,Nicholls,Pacific,20251221,-9,0.79,141
Arizona St.,Oregon St.,Oregon St.,20251221,13,0.13,149
Arizona St.,Oregon St.,Arizona St.,20251221,-13,0.87,149
Kansas City,Austin Peay,Austin Peay,20251221,-7,0.73,141
Kansas City,Austin Peay,Kansas City,20251221,7,0.27,141
Monmouth,Lehigh,Lehigh,20251221,7,0.27,145
Monmouth,Lehigh,Monmouth,20251221,-7,0.73,145
Illinois St.,Indiana St.,Indiana St.,20251221,12,0.15,146
Illinois St.,Indiana St.,Illinois St.,20251221,-12,0.85,146
Minnesota,Campbell,Campbell,20251221,11,0.16,145
Minnesota,Campbell,Minnesota,20251221,-11,0.84,145
Alabama,Kennesaw St.,Kennesaw St.,20251221,21,0.02,181
Alabama,Kennesaw St.,Alabama,20251221,-21,0.98,181
Radford,VMI,VMI,20251221,8,0.23,158
Radford,VMI,Radford,20251221,-8,0.77,158
UAB,UNC Asheville,UNC Asheville,20251221,12,0.15,152
UAB,UNC Asheville,UAB,20251221,-12,0.85,152
Drexel,Maine,Maine,20251221,8,0.26,128
Drexel,Maine,Drexel,20251221,-8,0.74,128
Florida,Colgate,Colgate,20251221,22,0.03,150
Florida,Colgate,Florida,20251221,-22,0.97,150
Wichita St.,Eastern Kentucky,Eastern Kentucky,20251221,13,0.11,147
Wichita St.,Eastern Kentucky,Wichita St.,20251221,-13,0.89,147
Notre Dame,Purdue Fort Wayne,Purdue Fort Wayne,20251221,17,0.07,151
Notre Dame,Purdue Fort Wayne,Notre Dame,20251221,-17,0.93,151
